Poisson,,,,,,,,Logistic,,,,,,,,,
Row ID,count,child,camper,persons,nofish,livebait,xb,count,child,camper,persons,nofish,livebait,xb,Prediction,Raw Resid.,Pearson Resid.
240,6,0,1,3,0,1,1.9380548,6,0,1,3,0,1,1.9380548,6.225013484,-0.225013484,-0.088332871
241,4,0,1,2,0,1,1.724750519,4,0,1,2,0,1,1.724750519,4.621383809,-0.621383809,-0.28341739
242,1,0,1,2,0,1,0.602655232,1,0,1,2,0,1,0.602655232,1.54222896,-0.54222896,-0.423905633
243,1,2,1,4,0,1,2.413781643,1,2,1,4,0,1,2.413781643,0.374640325,0.625359675,0.743319661
244,0,0,0,2,1,0,-1.20076859,0,0,0,2,1,0,-1.20076859,0.084300781,-0.084300781,-0.284593657
245,1,1,1,3,0,1,1.963849306,1,1,1,3,0,1,1.963849306,1.883827141,-0.883827141,-0.56221325
246,0,0,0,3,0,1,-0.291065693,0,0,0,3,0,1,-0.291065693,0.28821138,-0.28821138,-0.45518658
247,0,0,1,2,1,1,-0.755235732,0,0,1,2,1,1,-0.755235732,0.396150026,-0.396150026,-0.603101807
248,0,3,1,4,0,1,1.794859171,0,3,1,4,0,1,1.794859171,0.001728492,-0.001728492,-0.037364572
249,0,1,1,2,0,1,-0.392648846,0,1,1,2,0,1,-0.392648846,0.044219138,-0.044219138,-0.194539413
250,0,2,1,3,1,1,1.374640584,0,2,1,3,1,1,1.374640584,0.050150886,-0.050150886,-0.187804857
251,0,1,1,2,1,1,0.828834116,0,1,1,2,1,1,0.828834116,0.448839094,-0.448839094,-0.587652398
