Row ID,Count,X1,Trt,trtx1,Ltime,Prediction,Raw Resid.,Deviance Resid.,Pearson Resid.,Laverage,Std Deviance Resid.,Std Pearson Resid.,Cook Distance
207,56,0,1,0,2.079441542,27.63333333,28.36666667,4.730275404,5.396245102,0.033333333,4.811140671,5.48849529,0.259686039
208,18,1,1,1,0.693147181,5.708333333,12.29166667,4.093980278,5.144653285,0.008333333,4.111145889,5.166224253,0.056071162
209,11,1,1,1,0.693147181,5.708333333,5.291666667,1.961623452,2.214816838,0.008333333,1.969848324,2.224103322,0.010392092
210,28,1,1,1,0.693147181,5.708333333,22.29166667,6.66874815,9.330133923,0.008333333,6.696709481,9.369254153,0.184417906
211,13,1,1,1,0.693147181,5.708333333,7.291666667,2.610602512,3.051912966,0.008333333,2.621548483,3.064709302,0.019732023
212,18,0,0,0,2.079441542,30.78571429,-12.78571429,-2.500196888,-2.304360266,0.035714286,-2.546075887,-2.346645633,0.050988386
213,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
214,5,1,0,0,0.693147181,8.598214286,-3.598214286,-1.332389692,-1.227108293,0.008928571,-1.33837799,-1.232623415,0.003421983
215,2,1,0,0,0.693147181,8.598214286,-6.598214286,-2.713447831,-2.250206027,0.008928571,-2.725643164,-2.260319363,0.011506855
216,5,1,0,0,0.693147181,8.598214286,-3.598214286,-1.332389692,-1.227108293,0.008928571,-1.33837799,-1.232623415,0.003421983
217,20,0,0,0,2.079441542,30.78571429,-10.78571429,-2.07814559,-1.943901677,0.035714286,-2.116279883,-1.979572573,0.036284329
218,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
219,0,1,0,0,0.693147181,8.598214286,-8.598214286,-4.146857674,-2.932271182,0.008928571,-4.165495331,-2.945449995,0.01953981
220,6,1,0,0,0.693147181,8.598214286,-2.598214286,-0.937490115,-0.886075715,0.008928571,-0.941703575,-0.890058098,0.001784242
221,7,1,0,0,0.693147181,8.598214286,-1.598214286,-0.563388934,-0.545043138,0.008928571,-0.565921032,-0.547492782,0.000675109
222,24,0,1,0,2.079441542,27.63333333,-3.633333333,-0.707218069,-0.69117593,0.033333333,-0.719308142,-0.702991759,0.004260323
223,6,1,1,1,0.693147181,5.708333333,0.291666667,0.121058464,0.122076519,0.008333333,0.121566049,0.122588372,3.15712E-05
224,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
225,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
226,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
227,12,0,0,0,2.079441542,30.78571429,-18.78571429,-3.867812032,-3.385736033,0.035714286,-3.93878698,-3.447864812,0.110071961
228,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
229,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
230,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
231,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
232,9,0,0,0,2.079441542,30.78571429,-21.78571429,-4.629746999,-3.926423917,0.035714286,-4.714703571,-3.998474402,0.148035162
233,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
234,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
235,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
236,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
237,16,0,1,0,2.079441542,27.63333333,-11.63333333,-2.404324651,-2.213031187,0.033333333,-2.445427195,-2.250863521,0.043675746
238,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
239,5,1,1,1,0.693147181,5.708333333,-0.708333333,-0.302943619,-0.296471545,0.008333333,-0.304213828,-0.297714618,0.000186206
240,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
241,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
242,17,0,0,0,2.079441542,30.78571429,-13.78571429,-2.716791566,-2.48458956,0.035714286,-2.766645111,-2.530182162,0.059276128
243,2,1,0,0,0.693147181,8.598214286,-6.598214286,-2.713447831,-2.250206027,0.008928571,-2.725643164,-2.260319363,0.011506855
244,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
245,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
246,5,1,0,0,0.693147181,8.598214286,-3.598214286,-1.332389692,-1.227108293,0.008928571,-1.33837799,-1.232623415,0.003421983
247,22,0,1,0,2.079441542,27.63333333,-5.633333333,-1.111545133,-1.071639744,0.033333333,-1.13054728,-1.089959699,0.010241484
248,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
249,23,1,1,1,0.693147181,5.708333333,17.29166667,5.433300489,7.237393604,0.008333333,5.456081723,7.267739203,0.110966456
250,19,1,1,1,0.693147181,5.708333333,13.29166667,4.371740871,5.563201349,0.008333333,4.390071102,5.586527243,0.065565728
251,8,1,1,1,0.693147181,5.708333333,2.291666667,0.903823991,0.959172646,0.008333333,0.907613626,0.963194352,0.001949041
252,28,0,0,0,2.079441542,30.78571429,-2.785714286,-0.509939755,-0.50206732,0.035714286,-0.519297228,-0.511280333,0.002420441
253,8,1,0,0,0.693147181,8.598214286,-0.598214286,-0.206447548,-0.20401056,0.008928571,-0.207375407,-0.204927466,9.45839E-05
254,12,1,0,0,0.693147181,8.598214286,3.401785714,1.094019741,1.160119751,0.008928571,1.098936709,1.165333799,0.003058565
255,2,1,0,0,0.693147181,8.598214286,-6.598214286,-2.713447831,-2.250206027,0.008928571,-2.725643164,-2.260319363,0.011506855
256,8,1,0,0,0.693147181,8.598214286,-0.598214286,-0.206447548,-0.20401056,0.008928571,-0.207375407,-0.204927466,9.45839E-05
257,55,0,0,0,2.079441542,30.78571429,24.21428571,3.924601291,4.364123632,0.035714286,3.996618331,4.444205975,0.182879322
258,18,1,0,0,0.693147181,8.598214286,9.401785714,2.791746478,3.206315218,0.008928571,2.804293716,3.220725696,0.023362779
259,24,1,0,0,0.693147181,8.598214286,15.40178571,4.297486996,5.252510685,0.008928571,4.316801642,5.276117593,0.062696885
260,76,1,0,0,0.693147181,8.598214286,67.40178571,14.01540603,22.98620473,0.008928571,14.07839693,23.08951403,1.200733465
261,25,1,0,0,0.693147181,8.598214286,16.40178571,4.534588492,5.593543262,0.008928571,4.554968767,5.618682909,0.071102697
262,25,0,1,0,2.079441542,27.63333333,-2.633333333,-0.50923397,-0.500944022,0.033333333,-0.517939455,-0.509507788,0.002237915
263,2,1,1,1,0.693147181,5.708333333,-3.708333333,-1.794866849,-1.552115737,0.008333333,-1.80239253,-1.558623588,0.005103587
264,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
265,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
266,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
267,9,0,0,0,2.079441542,30.78571429,-21.78571429,-4.629746999,-3.926423917,0.035714286,-4.714703571,-3.998474402,0.148035162
268,2,1,0,0,0.693147181,8.598214286,-6.598214286,-2.713447831,-2.250206027,0.008928571,-2.725643164,-2.260319363,0.011506855
269,1,1,0,0,0.693147181,8.598214286,-7.598214286,-3.300502915,-2.591238604,0.008928571,-3.31533671,-2.602884679,0.015259028
270,2,1,0,0,0.693147181,8.598214286,-6.598214286,-2.713447831,-2.250206027,0.008928571,-2.725643164,-2.260319363,0.011506855
271,1,1,0,0,0.693147181,8.598214286,-7.598214286,-3.300502915,-2.591238604,0.008928571,-3.31533671,-2.602884679,0.015259028
272,13,0,1,0,2.079441542,27.63333333,-14.63333333,-3.108175968,-2.783726909,0.033333333,-3.16131103,-2.831315432,0.06910644
273,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
274,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
275,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
276,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
277,10,0,0,0,2.079441542,30.78571429,-20.78571429,-4.36830805,-3.746194622,0.035714286,-4.448467178,-3.814937872,0.134756953
278,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
279,1,1,0,0,0.693147181,8.598214286,-7.598214286,-3.300502915,-2.591238604,0.008928571,-3.31533671,-2.602884679,0.015259028
280,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
281,2,1,0,0,0.693147181,8.598214286,-6.598214286,-2.713447831,-2.250206027,0.008928571,-2.725643164,-2.260319363,0.011506855
282,12,0,1,0,2.079441542,27.63333333,-15.63333333,-3.353785875,-2.973958816,0.033333333,-3.411119702,-3.024799402,0.078874236
283,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
284,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
285,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
286,2,1,1,1,0.693147181,5.708333333,-3.708333333,-1.794866849,-1.552115737,0.008333333,-1.80239253,-1.558623588,0.005103587
287,47,0,0,0,2.079441542,30.78571429,16.21428571,2.70971062,2.922289276,0.035714286,2.759434229,2.975913735,0.082000579
288,13,1,0,0,0.693147181,8.598214286,4.401785714,1.39452279,1.501152329,0.008928571,1.40079034,1.507899115,0.00512108
289,15,1,0,0,0.693147181,8.598214286,6.401785714,1.97263742,2.183217485,0.008928571,1.98150325,2.193029747,0.010831936
290,13,1,0,0,0.693147181,8.598214286,4.401785714,1.39452279,1.501152329,0.008928571,1.40079034,1.507899115,0.00512108
291,12,1,0,0,0.693147181,8.598214286,3.401785714,1.094019741,1.160119751,0.008928571,1.098936709,1.165333799,0.003058565
