Row ID,count,child,camper,persons,nofish,livebait,xb,Prediction,Raw Resid.,Deviance Resid.,Pearson Resid.,Laverage,Std Deviance Resid.,Std Pearson Resid.,Cook Distance
193,0,0,1,1,1,0,-2.112927198,0.042417783,-0.042417783,-0.290583279,-0.204992916,0.004867535,-0.291293084,-0.20549365,2.95071E-05
194,0,0,1,1,0,1,-0.557507157,0.341555008,-0.341555008,-0.81145053,-0.563456535,0.009199027,-0.815208757,-0.566066179,0.000425003
195,0,0,0,1,1,0,-1.276221037,0.06549355,-0.06549355,-0.360616196,-0.254076773,0.006296093,-0.361756822,-0.254880415,5.88016E-05
196,2,0,1,2,1,0,1.060786009,1.591522756,0.408477244,0.264747315,0.278333206,0.102710375,0.279489336,0.293831734,0.001411826
197,1,0,1,2,1,1,0.409971446,1.122735719,-0.122735719,-0.106010756,-0.103636008,0.033580793,-0.107836841,-0.105421186,5.51675E-05
198,3,0,0,1,0,1,1.472747684,2.021099325,0.978900675,0.521556805,0.572087073,0.048164909,0.534589914,0.586382875,0.002485613
199,0,1,1,3,0,1,1.122244954,0.607720394,-0.607720394,-1.067780766,-0.731765693,0.010823283,-1.073606547,-0.735758185,0.000846169
200,0,2,1,4,0,1,2.242376328,0.546516681,-0.546516681,-1.015700764,-0.698131264,0.022410524,-1.027276894,-0.706087996,0.001632733
201,21,0,1,2,0,1,3.163843393,23.73792338,-2.737923382,-0.232905054,-0.224431471,0.087365557,-0.243798195,-0.234928295,0.000754772
202,0,1,0,2,0,1,-0.585306764,0.050793026,-0.050793026,-0.317832678,-0.224113145,0.002262773,-0.318192881,-0.224367135,1.63097E-05
203,0,0,0,2,0,1,-0.015607119,0.398805306,-0.398805306,-0.874219181,-0.605285688,0.011008843,-0.879071351,-0.6086452,0.000589087
204,2,0,1,1,1,0,0.834488332,1.170623198,0.829376802,0.606626714,0.682938811,0.094475493,0.637487138,0.717681399,0.007676872
205,0,1,1,2,1,0,-1.268876076,0.027956538,-0.027956538,-0.236093824,-0.166685665,0.003313441,-0.23648594,-0.166962505,1.32392E-05
206,3,1,1,4,0,1,2.757081985,4.033443584,-1.033443584,-0.400470386,-0.373767818,0.033217954,-0.407292224,-0.380134788,0.000709286
207,0,1,1,3,0,1,1.703949213,1.169701072,-1.169701072,-1.442139937,-0.963631974,0.014392594,-1.452631391,-0.97064232,0.001965421
208,38,0,1,4,0,1,3.765002489,51.86338115,-13.86338115,-0.599279472,-0.544200318,0.068168045,-0.620812713,-0.563754461,0.003321431
209,0,3,1,4,1,1,2.719051123,0.237281664,-0.237281664,-0.680064099,-0.474772215,0.023221828,-0.688100504,-0.480382659,0.000783749
210,0,0,1,1,0,1,-0.154021844,0.537907856,-0.537907856,-1.008107199,-0.693201852,0.012061466,-1.01424238,-0.697420569,0.000848324
211,0,0,0,1,0,1,-0.411525637,0.242350885,-0.242350885,-0.687104921,-0.479560611,0.008351185,-0.689992087,-0.481575691,0.000279011
212,1,0,1,1,0,1,0.531122029,1.163178322,-0.163178322,-0.138926892,-0.134884741,0.020170848,-0.140349587,-0.136266043,5.46073E-05
213,3,0,0,1,0,1,1.340306163,1.741175279,1.258824721,0.713067898,0.810179835,0.042223598,0.728616193,0.827845635,0.004316103
214,0,0,1,1,0,1,-1.562050104,0.110250683,-0.110250683,-0.466740088,-0.328050079,0.004829229,-0.467871184,-0.328845074,7.49661E-05
215,1,0,0,2,0,1,0.225383952,0.523084033,0.476915967,0.546189407,0.624167545,0.012782835,0.54971416,0.628195518,0.000729972
216,0,2,0,4,1,1,4.502663612,4.398172822,-4.398172822,-2.477440155,-1.491784189,0.152857177,-2.691688844,-1.620793483,0.067715256
217,0,1,0,2,1,0,0.162199765,0.084274588,-0.084274588,-0.408646517,-0.287622929,0.00767892,-0.410224593,-0.288733647,9.21605E-05
218,0,2,0,4,0,1,3.047013521,0.813910787,-0.813910787,-1.223266543,-0.830276707,0.030497059,-1.242357347,-0.843234349,0.003195269
219,0,1,0,3,0,1,1.630753398,0.648503215,-0.648503215,-1.100790901,-0.752923546,0.01220653,-1.107571458,-0.75756134,0.001013126
220,5,2,1,4,0,1,1.983255029,0.408253362,4.591746638,3.53674757,6.881371182,0.01811029,3.569214999,6.944542337,0.127072597
221,0,2,0,4,0,1,3.877111435,2.071940281,-2.071940281,-1.84639978,-1.191299026,0.066889099,-1.911433126,-1.233258607,0.015575154
222,0,1,0,4,1,0,1.58475554,0.46415336,-0.46415336,-0.93996429,-0.648688165,0.037024396,-0.957863693,-0.661040902,0.002400111
223,2,0,0,3,0,1,1.701143265,2.902532848,-0.902532848,-0.447874631,-0.41312452,0.035439749,-0.456028287,-0.420645543,0.000928744
224,0,1,1,2,1,1,-0.170604989,0.141254888,-0.141254888,-0.527419154,-0.370081442,0.00649217,-0.529139583,-0.371288639,0.00012869
225,0,0,1,1,0,1,-0.49698019,0.3656367,-0.3656367,-0.838516593,-0.581538723,0.00957133,-0.842558491,-0.584341911,0.000471395
226,0,1,0,2,0,1,1.218269944,0.386810189,-0.386810189,-0.861506269,-0.596843858,0.009502312,-0.865628823,-0.599699927,0.000492885
227,1,0,1,2,0,1,0.037536614,0.703268314,0.296731686,0.306555042,0.32908093,0.012320609,0.308461146,0.331127096,0.000195392
228,4,1,1,3,1,1,1.523244143,1.001899658,2.998100342,1.918772183,2.709105838,0.02774078,1.945953143,2.747482513,0.030768649
229,0,0,0,1,1,1,-0.907698154,0.145537531,-0.145537531,-0.535230804,-0.375476704,0.008343805,-0.537477806,-0.377053028,0.000170887
230,0,2,1,3,0,1,2.331376553,0.573249597,-0.573249597,-1.038847199,-0.713117478,0.023094844,-1.051055072,-0.721497582,0.001758063
231,2,1,1,2,0,1,1.068086028,0.542574748,1.457425252,1.384966643,1.869224225,0.010570419,1.392345028,1.879182484,0.005389484
232,3,0,1,1,0,1,1.40126574,3.097586604,-0.097586604,-0.043001513,-0.042681625,0.043379364,-0.043965687,-0.043638627,1.23364E-05
233,0,2,0,4,1,1,3.930421829,2.309548173,-2.309548173,-1.931049768,-1.235631155,0.094489734,-2.02930244,-1.298500619,0.025134921
234,0,1,0,3,0,1,0.196246982,0.129015374,-0.129015374,-0.504385627,-0.354151516,0.0048064,-0.505602154,-0.355005693,8.69531E-05
235,0,0,0,2,0,1,0.029527381,0.419590177,-0.419590177,-0.895749616,-0.619546802,0.011319343,-0.900862713,-0.623083285,0.000634979
236,0,0,0,2,1,0,-0.766901433,0.122448068,-0.122448068,-0.491555581,-0.345264808,0.01068478,-0.494202896,-0.347124261,0.00018591
237,1,0,1,1,0,1,0.661188662,1.346574791,-0.346574791,-0.277625553,-0.262053734,0.022459385,-0.280796721,-0.265047034,0.000230574
238,2,0,1,2,0,1,1.015074015,2.113481875,-0.113481875,-0.065179338,-0.064400927,0.017047152,-0.065742105,-0.064956973,1.04538E-05
239,0,0,1,1,0,1,-1.046668053,0.196938303,-0.196938303,-0.62089445,-0.434383774,0.006717797,-0.622990538,-0.435850218,0.00018354
240,6,0,1,3,0,1,1.9380548,6.294680918,-0.294680918,-0.076816229,-0.075857936,0.023049469,-0.07771712,-0.076747588,1.98527E-05
241,4,0,1,2,0,1,1.724750519,4.698182966,-0.698182966,-0.234422319,-0.225360264,0.025394503,-0.237456755,-0.228277398,0.000193972
242,1,0,1,2,0,1,0.602655232,1.328568943,-0.328568943,-0.264704697,-0.250502649,0.014738603,-0.266677216,-0.252369338,0.000136107
243,1,2,1,4,0,1,2.413781643,0.662821167,0.337178833,0.355816651,0.386682433,0.025839306,0.360504729,0.391777185,0.000581608
244,0,0,0,2,1,0,-1.20076859,0.075136729,-0.075136729,-0.386049209,-0.271853011,0.007067519,-0.387420688,-0.272818797,7.56829E-05
245,1,1,1,3,0,1,1.963849306,1.567217455,-0.567217455,-0.425573862,-0.390261771,0.016697453,-0.429171985,-0.393561338,0.000375742
246,0,0,0,3,0,1,-0.291065693,0.308225695,-0.308225695,-0.772189866,-0.537109753,0.01326088,-0.777361316,-0.540706842,0.000561301
247,0,0,1,2,1,1,-0.755235732,0.302451745,-0.302451745,-0.765155102,-0.532374596,0.014900016,-0.770920017,-0.536385671,0.000621674
248,0,3,1,4,0,1,1.794859171,0.079868684,-0.079868684,-0.397916868,-0.280138004,0.008207772,-0.399559996,-0.281294784,9.3547E-05
249,0,1,1,2,0,1,-0.392648846,0.104801356,-0.104801356,-0.455194171,-0.320029127,0.003853821,-0.456073833,-0.320647583,5.68233E-05
250,0,2,1,3,1,1,1.374640584,0.204985806,-0.204985806,-0.633180527,-0.442791261,0.011764661,-0.636938293,-0.445419115,0.000337411
251,0,1,1,2,1,1,0.828834116,0.43509871,-0.43509871,-0.911425801,-0.629901388,0.015172962,-0.918420009,-0.634735201,0.000886743
