Row ID,count,child,camper,persons,nofish,livebait,xb,Fitted,Residual,Leverage,Std. Residual,Cook's D,Jackknife Residual
237,1,0,1,1,0,1,0.661188662,5.588436043,-4.588436043,0.01878476,-0.47880113,0.00062698,-4.67627882
238,2,0,1,2,0,1,1.015074015,7.94178924,-5.94178924,0.01106832,-0.6175992,0.000609861,-6.008290927
239,0,0,1,1,0,1,-1.046668053,-1.443568089,1.443568089,0.01807598,0.150581271,5.96304E-05,1.470142352
240,6,0,1,3,0,1,1.9380548,12.63836093,-6.638360926,0.015424522,-0.691526743,0.001070244,-6.742358583
241,4,0,1,2,0,1,1.724750519,10.8638424,-6.863842399,0.014898356,-0.714824465,0.001103972,-6.967648912
242,1,0,1,2,0,1,0.602655232,6.243678058,-5.243678058,0.010668245,-0.544926178,0.000457434,-5.300222124
243,1,2,1,4,0,1,2.413781643,5.547658982,-4.547658982,0.020561217,-0.474976222,0.000676577,-4.64312733
244,0,0,0,2,1,0,-1.20076859,-3.54350057,3.54350057,0.039577047,0.373743689,0.0008223,3.689520913
245,1,1,1,3,0,1,1.963849306,7.771703038,-6.771703038,0.010545269,-0.703675721,0.000753891,-6.843873527
246,0,0,0,3,0,1,-0.291065693,0.267456976,-0.267456976,0.032788722,-0.028110326,3.82681E-06,-0.276523839
247,0,0,1,2,1,1,-0.755235732,-1.505206138,1.505206138,0.040092627,0.15880126,0.000150468,1.568074358
248,0,3,1,4,0,1,1.794859171,-1.973584863,1.973584863,0.040690247,0.208280687,0.000262864,2.057296776
249,0,1,1,2,0,1,-0.392648846,-2.827295917,2.827295917,0.015291165,0.294503171,0.000192404,2.871199907
250,0,2,1,3,1,1,1.374640584,-1.785040502,1.785040502,0.035360228,0.187861644,0.000184811,1.850473673
251,0,1,1,2,1,1,0.828834116,0.044247203,-0.044247203,0.028937749,-0.004641249,9.17042E-08,-0.045565774
